date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
1/22/2021,PRNT,"PYROGENESIS CANADA INC",PYR,B43JTF9,106700.00,423462.61,0.15
1/22/2021,PRNT,"SGL CARBON SE",SGL,4818351,54887.00,416766.91,0.15
1/22/2021,PRNT,"SANDVIK AB",SAND,B1VQ252,12386.00,326953.14,0.12
1/22/2021,PRNT,"TORAY INDUSTRIES INC",3402,6897143,49608.00,342442.13,0.12
1/22/2021,PRNT,"KONINKLIJKE DSM NV",DSM,B0HZL93,1836.00,328419.67,0.12
1/22/2021,PRNT,"VOESTALPINE AG",VOE,4943402,8604.00,331788.85,0.12
1/22/2021,PRNT,ARKEMA,AKE,B0Z5YZ2,2748.00,319544.99,0.11
1/22/2021,PRNT,"ALLEGHENY TECHNOLOGIES INC",ATI,01741R102,17756.00,321738.72,0.11
1/22/2021,PRNT,"CARPENTER TECHNOLOGY",CRS,144285103,9168.00,319779.84,0.11
1/22/2021,PRNT,"DUPONT DE NEMOURS INC",DD,26614N102,3936.00,319170.24,0.11
1/22/2021,PRNT,"EVONIK INDUSTRIES AG",EVK,B5ZQ9D3,9839.00,321944.43,0.11
1/22/2021,PRNT,"HENKEL AG & CO KGAA VORZUG",HEN3,5076705,2983.00,322260.85,0.11
1/22/2021,PRNT,"3M CO",MMM,88579Y101,1857.00,313907.28,0.11
1/22/2021,PRNT,"EASTMAN CHEMICAL CO",EMN,277432100,2999.00,318553.78,0.11
1/22/2021,PRNT,"HEXCEL CORP",HXL,428291108,6603.00,319189.02,0.11
1/22/2021,PRNT,"EASTMAN KODAK CO",KODK,277461406,32421.00,306702.66,0.11
1/22/2021,PRNT,"XEROX HOLDINGS CORP","XRX UN",98421M106,13848.00,291777.36,0.10
,,,,,,,
,,,,,,,
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2021, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product.",,,,,,,
