date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/22/2021,ARKK,"BERKELEY LIGHTS INC",BLI,084310101,"4,734,322","$120,583,181.34",0.56%
10/22/2021,ARKK,"TRIMBLE INC",TRMB,896239100,"1,379,116","$120,934,682.04",0.56%
10/22/2021,ARKK,"STRATASYS LTD",SSYS,M85548101,"3,710,282","$109,638,833.10",0.51%
10/22/2021,ARKK,"MATERIALISE NV-ADR",MTLS,57667T100,"3,138,130","$71,204,169.70",0.33%
10/22/2021,ARKK,"CERUS CORP",CERS,157085101,"10,372,174","$65,552,139.68",0.31%
10/22/2021,ARKK,"DREYFUS GOVT CASH MAN INS",,X9USDDGCM,"53,229,314","$53,229,314.27",0.25%
10/22/2021,ARKK,"COMPUGEN LTD",CGEN,M25722105,"5,456,831","$35,742,243.05",0.17%
10/22/2021,ARKK,"PROTO LABS INC",PRLB,743713109,"403,376","$29,022,903.20",0.14%
10/22/2021,ARKK,"NANOSTRING TECHNOLOGIES INC",NSTG,63009R109,"53,982","$2,516,640.84",0.01%
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2021, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product.",,,,,,,
